#TPLNR	DESCRIPT	TIPO_OBJ_TEC	INVNR	BEGRU	F_ALTA_SAP	F_BAJA_SAP	PTA_SERVICIO	TPLMA	EMPLAZAMIENTO	DIVISION	AREA	OBJECTID	OBJECTNAMEID	TIPO	PARTIDO_GEO	LOCALIDAD_GEO	PARTIDO	LOCALIDAD	SPRID	ALIAS	SECCION	PERFIL	PARTE_OBJETO	OBJETO	LONGITUD	CUADRICULAID	CUADRICULA	FLTYP	COOR_X	COOR_Y	CTRO_COSTO	CALLE	ALTURA_DESDE	ALTURA_HASTA	ENTRE_CALLE_1	ENTRE_CALLE_2	GPS	IDENTIFICADOR
5582722	VANO 3x50/8 Al/Ac. H	LINEA_MT	5582722	MT	22/03/2016		01/01/2001	MM5582711	13212A	1.0	2ME	5582722.0	5582722.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	55.01	57491248.0	458I	L	5597520.0	6146884.282	4424.0	EL PUENTE	2	100			-34.8195 , -58.9341	
5689861	VANO 3x120 Al. V	LINEA_MT	5689861	MT	22/03/2016		01/01/1971	MM5689883	13212A	1.0	2ME	5689861.0	5689861.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x120 Al. 	LNAEREMT	LNA132MT	L139	71.16	57489646.0	492	L	5601108.986	6142332.047	4424.0	RUTA PROV NRO 200	0       				-34.8601 , -58.8943	
AB894-003	PIQUETE AB894	PIQUETE_MT	57057478	MT	22/03/2016		21/07/2015	MM6326166	15326A	6.0	3TI	57057478.0	57057478.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489463.0	182	Q	5630495.337	6194546.078	4439.0	ARROYO CURUBICA			ARROYO CURUBICA	ARROYO CURUBICA	-34.3863 , -58.5811	AB894
5581799	VANO 3x25 Al. H	LINEA_MT	5581799	MT	22/03/2016		01/01/1998	MM5581793	13212A	1.0	2ME	5581799.0	5581799.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x25 Al. H	LNAEREMT	LNA132MT	L135	67.0	57491319.0	422T	L	5594957.722	6150959.517	4424.0	TAMOLA*	10	10			-34.783 , -58.9626	
BD752	PIQUETE BD752	PIQUETE_MT	5690125	MT	22/03/2016		10/01/2026	MM19394897	13212A	1.0	2ME	5690125.0	5690125.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493005.0	507F	Q	5598978.156	6138641.865	4424.0	ISLA SOLEDAD	0       		TEODORO RONALDO EROLES	LOS MATREROS	-34.8936 , -58.9172	BD752
53040223	TRAMO 3x1x185/50 Al. XLPE	CABLE_MT	53040223	MT	22/03/2016		29/12/2014	MM53040219	15326A	6.0	3TI	87716685.0	53040223.0	CSMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1091.0	CMT13	3x1x185/50	CSMT13KV	CS132XLP	P050	45.19	57493306.0	198G	L	5631316.147	6191983.368	4439.0						-34.4093 , -58.5718	
6328893	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6328893	MT	13/04/2016		01/01/2006	MM58077625	15326A	6.0	3TI	23638441.0	6328893.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	60.120000000000005	57490103.0	197D	L	5629452.468	6192583.087	4439.0	RIO LUJAN	0       				-34.4041 , -58.5921	
94235711	VANO 3x35/6 Al/Ac H	LINEA_MT	94235711	MT	28/04/2024		01/01/2002	MM6331075	15326A	6.0	3TI	94235711.0	94235711.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x35/6 Al/	LNAEREMT	LNA132MT	L135	23.11	57489457.0	150	L	5624456.179	6200251.935	4439.0	RIO CARAPACHAY					-34.3356 , -58.6476	
6331809	VANO 3x50 Al. V	LINEA_MT	6331809	MT	22/03/2016		01/01/1995	MM6331791	15326A	6.0	3TI	6331809.0	6331809.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	43.01	57493297.0	181R	L	5628921.095	6193133.542	4439.0	ARROYO GALLO FIAMBRE	0       				-34.3992 , -58.598	
AG931-004	PIQUETE AG931	PIQUETE_MT	94226721	MT	28/04/2024		01/01/1998	MM6331352	15326A	6.0	3TI	94226721.0	94226721.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5624919.682	6202210.583	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.3179 , -58.6428	AG931
AG816-004	PIQUETE AG816	PIQUETE_MT	94217218	MT	28/04/2024		01/01/1995	MM6331936	15326A	6.0	3TI	94217218.0	94217218.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493283.0	181D	Q	5629612.397	6195505.407	4439.0	ARROYO ANGOSTURA			ARROYO REYES		-34.3777 , -58.5908	AG816
OC270	PIQUETE OC270	PIQUETE_MT	6329248	MT	22/03/2016		01/08/2003	MM6329179	15326A	6.0	3TI	6329248.0	6329248.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57493291.0	181L	Q	5627868.933	6193783.448	4439.0	RIO LUJAN	0       				-34.3935 , -58.6095	OC270
AH070-004	PIQUETE AH070	PIQUETE_MT	94221269	MT	28/04/2024		01/01/1998	MM6331352	15326A	6.0	3TI	94221269.0	94221269.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5625364.91	6203314.645	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.3079 , -58.6381	AH070
94158633	VANO 3x50 Al. T	LINEA_MT	94158633	MT	23/04/2024		01/01/1997	MM6327631	15326A	6.0	3TI	94158633.0	94158633.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	39.43	57489432.0	126	L	5630254.957	6205577.559	4439.0	ARROYO ANTEQUERA					-34.2869 , -58.5854	
AF540-004	PIQUETE AF540	PIQUETE_MT	94141764	MT	23/04/2024		01/01/1997	MM90207252	15326A	6.0	3TI	94141764.0	94141764.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5629881.993	6204002.89	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.3011 , -58.5892	AF540
AF475-004	PIQUETE AF475	PIQUETE_MT	94131360	MT	23/04/2024		01/01/1997	MM6327579	15326A	6.0	3TI	94131360.0	94131360.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5630330.413	6201272.101	4439.0	ARROYO ANTEQUERA			ARROYO ANTEQUERA		-34.3257 , -58.5839	AF475
94187950	VANO 3x50 Al. T	LINEA_MT	94187950	MT	23/04/2024		01/01/1998	MM96099317	15326A	6.0	3TI	94187950.0	94187950.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.36		125	L	5626875.983	6203585.244	4439.0	ARROYO CRUZ COLORADA					-34.3052 , -58.6218	
94192975	VANO 3x50 Al. V	LINEA_MT	94192975	MT	23/04/2024		01/01/1998	MM91457338	15326A	6.0	3TI	94194062.0	94192975.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	32.910000000000004	57489444.0	138	L	5628679.611	6203477.609	4439.0	ARROYO ANDRESITO					-34.306 , -58.6022	
94176325	VANO 3x50 Al. T	LINEA_MT	94176325	MT	23/04/2024		01/01/1998	MM78876846	15326A	6.0	3TI	94176325.0	94176325.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	38.76	57489457.0	150	L	5626797.95	6201137.048	4439.0	ARROYO ESPERA					-34.3273 , -58.6222	
AL209-002	PIQUETE AL209	PIQUETE_MT	78005619	MT	07/04/2020		30/10/2018	MM5690025	13212A	1.0	2ME	78005619.0	78005619.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57492984.0	506E	Q	5598590.041	6139018.336	4424.0	2 DE ABRIL	300	398	RUTA PROV NRO 200		-34.8902 , -58.9215	AL209
94351936	VANO 3x50/8 Al/Ac. LP	LINEA_MT	94351936	MT	05/05/2024		02/05/2024	MM95858367	15326A	6.0	3TI	94351936.0	94351936.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	42.72	57489473.0	164	L	5625739.208	6197884.813	4439.0	CANAL ORTIZ					-34.3568 , -58.6333	
94187889	VANO 3x50 Al. T	LINEA_MT	94187889	MT	23/04/2024		01/01/1998	MM6331628	15326A	6.0	3TI	94187889.0	94187889.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.05	57489433.0	125	L	5626385.82	6205798.827	4439.0	ARROYO CRUZ COLORADA					-34.2854 , -58.6274	
AF885-004	PIQUETE AF885	PIQUETE_MT	94169688	MT	23/04/2024		01/01/1998	MM91457323	15326A	6.0	3TI	94169688.0	94169688.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5629036.351	6201999.359	4439.0	ARROYO TORO			ARROYO TORO		-34.3193 , -58.5981	AF885
94158991	VANO 3x50 Al. T	LINEA_MT	94158991	MT	23/04/2024		01/01/1998	MM91457323	15326A	6.0	3TI	94158991.0	94158991.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.05	57489456.0	151	L	5630026.939	6199938.362	4439.0	ARROYO TORO					-34.3377 , -58.587	
OC245	PIQUETE OC245	PIQUETE_MT	6330420	MT	22/03/2016		25/07/2003	MM6330383	15326A	6.0	3TI	6330420.0	6330420.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5627104.855	6195876.693	4439.0	RIO CARAPACHAY	0       				-34.3747 , -58.6181	OC245
AA041-003	PIQUETE AA041	PIQUETE_MT	19245379	MT	22/03/2016		06/09/2007	MM78876853	15326A	6.0	3TI	19245379.0	19245379.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	441.0	MPCR2		POMTMADS	POMTMADE	PO14		57489433.0	125	Q	5626726.607	6204783.015	4439.0	ARROYO CRUZ COLORADA			ARROYO CRUZ COLORADA		-34.2945 , -58.6236	AA041
94187858	VANO 3x50 Al. T	LINEA_MT	94187858	MT	23/04/2024		01/01/1998	MM6331628	15326A	6.0	3TI	94187858.0	94187858.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.02	57489433.0	125	L	5626270.697	6206132.76	4439.0	ARROYO CRUZ COLORADA					-34.2824 , -58.6287	
94141780	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	94141780	MT	23/04/2024		03/12/2024	MM6327631	15326A	6.0	3TI	94141780.0	94141780.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	39.74	57489432.0	126	L	5629897.196	6204316.889	4439.0	ARROYO ANTEQUERA					-34.2983 , -58.5891	
94095990	VANO 3x50 Al. T	LINEA_MT	94095990	MT	14/04/2024		01/01/1998	MM96025328	15326A	6.0	3TI	94095990.0	94095990.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	3.54	57489455.0	152	L	5632052.51	6198816.017	4439.0	ARROYO TORO					-34.3476 , -58.5648	
AF711-004	PIQUETE AF711	PIQUETE_MT	94177804	MT	23/04/2024		01/01/1998	MM78876846	15326A	6.0	3TI	94177804.0	94177804.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5626869.083	6201371.335	4439.0	ARROYO ESPERA			ARROYO ESPERA		-34.3252 , -58.6215	AF711
94194521	VANO 3x50 Al. T	LINEA_MT	94194521	MT	23/04/2024		01/01/1997	MM91457338	15326A	6.0	3TI	94194521.0	94194521.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	41.45	57489432.0	126	L	5628582.366	6205400.121	4439.0	ARROYO EL BANCO					-34.2887 , -58.6035	
94158993	VANO 3x50 Al. T	LINEA_MT	94158993	MT	23/04/2024		01/01/1998	MM91457323	15326A	6.0	3TI	94158993.0	94158993.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	40.05	57489456.0	151	L	5629994.961	6199962.481	4439.0	ARROYO TORO					-34.3375 , -58.5873	
94169220	VANO 3x50 Al. T	LINEA_MT	94169220	MT	23/04/2024		01/01/1998	MM91457323	15326A	6.0	3TI	94169220.0	94169220.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. T	LNAEREMT	LNA132MT	L135	42.57	57489456.0	151	L	5629136.637	6201048.931	4439.0	ARROYO TORO					-34.3278 , -58.5968	
5581456	VANO 3x50 Al. H	LINEA_MT	5581456	MT	22/03/2016		01/01/2000	MM96984816	13212A	1.0	2ME	102840644.0	5581456.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	51.26	57491318.0	422S	L	5594503.625	6151498.496	4424.0	CTRY LAS HOJAS					-34.7782 , -58.9676	
5581468	VANO 3x50 Al. H	LINEA_MT	5581468	MT	22/03/2016		01/01/2000	MM96984816	13212A	1.0	2ME	5581468.0	5581468.0	LAMT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1089.0	LMT13	3x50 Al. H	LNAEREMT	LNA132MT	L135	59.99	57491313.0	422N	L	5594330.225	6151664.425	4424.0	CTRY LAS HOJAS					-34.7767 , -58.9695	
AG275-004	PIQUETE AG275	PIQUETE_MT	94187966	MT	23/04/2024		01/01/1999	MM96099317	15326A	6.0	3TI	94187966.0	94187966.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5626773.18	6203933.697	4439.0	ARROYO CRUZ COLORADA			ARROYO CRUZ COLORADA		-34.3021 , -58.6229	AG275
96037155	VANO 3x50/8 Al/Ac. LP	LINEA_MT	96037155	MT	22/09/2024		29/05/2024	MM6086940	5822A	6.0	3TI	96037155.0	96037155.0	LAMT	334.0	440.0	TIGRE	EL TALAR	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	10.88	57490271.0	227L	L	5624565.649	6185192.972	4439.0	BRASIL(ETA)	700	798			-34.4713 , -58.6442	
OQ756	PIQUETE OQ756	PIQUETE_MT	6330242	MT	22/03/2016		29/07/2004	MM6330238	15326A	6.0	3TI	6330242.0	6330242.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	441.0	MPCR2		POMTMADS	POMTMADE	PO14		57493285.0	181F	Q	5627213.974	6194952.294	4439.0	RIO CARAPACHAY	0       				-34.383 , -58.6168	OQ756
AG941-003	PIQUETE AG941	PIQUETE_MT	94226741	MT	24/12/2017		01/01/1998	MM6331352	15326A	6.0	3TI	94226741.0	94226741.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5625182.352	6202505.434	4439.0	RIO CARAPACHAY			RIO CARAPACHAY		-34.3152 , -58.64	AG941
40874C	40874-MORAN (P) CTAMM MORAN (P)	CENTRO	97123627	MT	15/12/2024		10/12/2024	15326A	15326A	6.0	3TI	97123627.0	97123627.0	CENTRO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1188.0	CTAMM		CEPLATMM	CECTAMMC	DPAT		57489432.0	126	P	5628422.379	6206455.626	4439.0	RIO PARANA DE LAS PALMAS			ARROYO LA HORCA		-34.2792 , -58.6054	40874-MORAN (P)
5689845	VANO 3x120 Al. V	LINEA_MT	5689845	MT	22/03/2016		01/01/1969	MM5689883	13212A	1.0	2ME	5689845.0	5689845.0	LAMT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1089.0	LMT13	3x120 Al. 	LNAEREMT	LNA132MT	L139	52.32	57491238.0	476S	L	5601221.27	6142753.589	4424.0	RUTA PROV NRO 200	0       				-34.8563 , -58.8931	
AF076-003	PIQUETE AF076	PIQUETE_MT	94064756	MT	24/12/2017		01/01/1995	MM6331973	15326A	6.0	3TI	94064756.0	94064756.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489472.0	165	Q	5629562.112	6195972.508	4439.0	ARROYO ANGOSTURA			ARROYO REYES		-34.3735 , -58.5914	AF076
91562992	VANO 3x50 Al. V	LINEA_MT	91562992	MT	18/09/2023		01/01/1995	MM63358886	15326A	6.0	3TI	91562992.0	91562992.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50 Al. V	LNAEREMT	LNA132MT	L135	40.03	57490109.0	197J	L	5629845.391	6192100.326	4439.0	RIO LUJAN					-34.4084 , -58.5878	
65289180	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	65289180	MT	27/08/2017		02/06/2017	MM64141864	15326A	6.0	3TI	65289180.0	65289180.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	48.21	57489471.0	166	L	5630737.547	6198165.062	4439.0	ARROYO LAS GAVIOTAS					-34.3536 , -58.579	
OS407	PIQUETE OS407	PIQUETE_MT	6331239	MT	22/03/2016		04/01/2006	MM96295187	15326A	6.0	3TI	6331239.0	6331239.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489445.0	137	Q	5624801.925	6201519.69	4439.0	RIO CARAPACHAY	0       				-34.3241 , -58.644	OS407
OH933	PIQUETE OH933	PIQUETE_MT	6086999	MT	22/03/2016		01/01/1964	MM6086992	5822A	6.0	3TI	6086999.0	6086999.0	PIQUETE_MT	334.0	440.0	TIGRE	EL TALAR	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57490272.0	227M	Q	5624797.039	6185539.146	4439.0	CANADA(ETA)	800	898			-34.4681 , -58.6417	OH933
AL058	PIQUETE AL058	PIQUETE_MT	5579582	MT	22/03/2016		28/12/2022	MM5579521	13212A	1.0	2ME	5579582.0	5579582.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491276.0	440Q	Q	5592917.434	6148588.534	4424.0	SAN  CIPRIANO	10	10			-34.8045 , -58.9846	AL058
AL110	PIQUETE AL110	PIQUETE_MT	5579763	MT	22/03/2016		01/01/1998	MM97171947	13212A	1.0	2ME	5579763.0	5579763.0	PIQUETE_MT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	408.0	MPSM		POMTMADS	POMTMADE	PO14		57491284.0	439E	Q	5591790.377	6150434.989	4424.0	INES*	0	0			-34.788 , -58.9971	AL110
CP17787991	CELDA LADO 79284 CT 77824C	CELDA_MT	CP17787991	MT	21/03/2016			77824C	23748A	2.0	1CA	23116631.0	23116631.0	CELDA	61.0	351.0	CAPITAL FEDERAL	RECOLETA	1454.0	CLMI	CTS	CECRATRS	CECTSEQP	RINT		57490708.0	311I	P	5646737.213	6171987.016	4410.0	PACHECO DE MELO JOSE ANDRES	2552		LAPRIDA	AGUERO	-34.5874 , -58.4007	17787991-SBCT-79284-ECTA
CP76355658	CELDA LADO 40361 CT 4044C	CELDA_MT	CP76355658	MT	29/10/2019			4044C	5822A	6.0	3TI	23141005.0	23141005.0	CELDA	334.0	444.0	TIGRE	GENERAL PACHECO	1454.0	CLMI	CTN	CECRATRN	CECTNEQP	NINT		57490264.0	227E	P	5626292.273	6186931.264	4439.0	YRIGOYEN H RUTA 197(GPA)	201	299	CATAMARCA(GPA)	LA RIOJA(GPA)	-34.4554 , -58.6256	76355658-SBCT-40361-ECTA
AG517-003	PIQUETE AG517	PIQUETE_MT	94194065	MT	24/12/2017		01/01/1997	MM91457338	15326A	6.0	3TI	94194065.0	94194065.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489444.0	138	Q	5628680.913	6203557.898	4439.0	ARROYO ANDRESITO			ARROYO ANDRESITO		-34.3053 , -58.6022	AG517
OL946	PIQUETE OL946	PIQUETE_MT	6328072	MT	22/03/2016		01/01/1996	MM6328184	15326A	6.0	3TI	6328072.0	6328072.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5628383.593	6199848.56	4439.0	ARROYO TORITO					-34.3387 , -58.6048	OL946
SD_S13-126MO	ICC - SD_S13-126MO	ICC	79282071	MT	01/09/2020			S13-126MO	13212A	1.0	2ME	101151429.0	79282071.0	ICC_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	8860.0	ICC						57489628.0	474	P			4424.0	RUTA PROV NRO 41	22125	(+/-10)	9 DE JULIO			SD_S13.126MO
S04-901	SECCIONADOR S04-901	SECCIONADR	63358886	MT	02/04/2017			15326A	15326A	6.0	3TI	63358886.0	63358886.0	SECC_AEREO_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	395.0	SECU		SEMTMANS	SECUCHIL	SECU		57490109.0	197J	P	5630076.4	6191921.306	4439.0	RIO LUJAN			RIO SARMIENTO	RIO CARAPACHAY	-34.41 , -58.5852	S04-901
S296OL	SECCIONADOR S296OL	SECCIONADR	6328935	MT	21/03/2016			15326A	15326A	6.0	3TI	6328935.0	6328935.0	SECC_AEREO_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	395.0	SECU		SEMTMANS	SECUCHIL	SECU		57490103.0	197D	P	5629275.74	6192752.554	4439.0	RIO CARAPACHAY			RIO LUJAN	ARROYO GALLO FIAMBRE	-34.4026 , -58.5941	S296OL
OL820	PIQUETE OL820	PIQUETE_MT	6330590	MT	22/03/2016		01/01/2000	MM6330709	15326A	6.0	3TI	6330590.0	6330590.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489473.0	164	Q	5626059.077	6196926.87	4439.0						-34.3654 , -58.6297	OL820
6329103	VANO 3x50/8 Al/Ac. P. LP	LINEA_MT	6329103	MT	22/03/2016		27/10/2021	MM6329066	15326A	6.0	3TI	6329103.0	6329103.0	LAMT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1089.0	LMT13	3x50/8 Al/	LNAEREMT	LNA132MT	L135	44.19	57493297.0	181R	L	5628573.628	6193146.228	4439.0	RIO LUJAN	0       				-34.3991 , -58.6018	
CP78758186	SECA LADO 13318-TR1 CT 13318C	CELDA_MT	CP78758186	MT	15/07/2020			13318C	13212A	1.0	2ME	23141900.0	23141900.0	CELDA	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	1454.0	CLMI	CTAMH	CEPLATHM				57492920.0	521A	P	5599160.325	6136784.826	4424.0	EL MIRADOR*	602	700	LOS TAMBOS*	GONZAGA*	-34.9103 , -58.915	78758186-FAEK-13318_TR1-TMMB
AF763-003	PIQUETE AF763	PIQUETE_MT	94172691	MT	24/12/2017		01/01/1998	MM95934669	15326A	6.0	3TI	94172691.0	94172691.0	PIQUETE_MT	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	408.0	MPSM		POMTMADS	POMTMADE	PO14		57489456.0	151	Q	5628147.174	6201245.637	4439.0	ARROYO TORO			ARROYO TORO		-34.3262 , -58.6076	AF763
12524-9	SECCIONADOR 	CELDA_MT	49652623	MT	22/03/2016			CP49652623	13212A	1.0	2ME	49652623.0	49652623.0	SECC_MTCT	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1159.0	FAEK	CTAMH	CEPLATHM				57491316.0	422Q	P	5593241.855	6151327.098	4424.0	RUTA NRO 6	18000				-34.7798 , -58.9813	12524-9
AK636	PIQUETE AK636	PIQUETE_MT	5578807	MT	22/03/2016		14/09/2018	MM5578703	13212A	1.0	2ME	5578807.0	5578807.0	PIQUETE_MT	350.0	485.0	GRAL LAS HERAS	GRAL LAS HERAS	422.0	MPSH		POMTHAAR	POMTHARM	PH14		57491226.0	476G	Q	5599832.134	6144252.897	4424.0	RUTA PROV NRO 6	0       				-34.843 , -58.9085	AK636
CP17495487	SECA LADO 12253-TR1 CT 12253C	CELDA_MT	CP17495487	MT	21/03/2016			12253C	13212A	1.0	2ME	23107161.0	23107161.0	CELDA	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1454.0	CLMI	CTAMH	CEPLATHM				57491263.0	440D	P	5594535.123	6150536.442	4424.0	TAMOLA*	10	10	RUTA NRO 6	SAN  CIPRIANO	-34.7868 , -58.9671	17495487-FAEK-12253_TR1-TMMB
CP17495531	SECA LADO 12255-TR1 CT 12255C	CELDA_MT	CP17495531	MT	21/03/2016			12255C	13212A	1.0	2ME	23107163.0	23107163.0	CELDA	349.0	486.0	MARCOS PAZ	MARCOS PAZ	1454.0	CLMI	CTAMH	CEPLATHM				57491319.0	422T	P	5594852.766	6151148.049	4424.0	RUTA NRO 6			INES*		-34.7813 , -58.9637	17495531-FAEK-12255_TR1-TMMB
17629431	CT 4348-TR1	TRAFO_LOG	17629431	MT	22/03/2016			4348C	15326A	6.0	3TI	17629431.0	17629431.0	TRAFO	334.0	435.0	TIGRE	DELTA 1RA SECCION (TI)	1170.0	TMB		CETRANSF				57493296.0	181Q	P	5628278.999	6193445.32	4439.0	RIO LUJAN			ARROYO MIRAMAR	ARROYO TRIANGULO ROJO	-34.3965 , -58.605	4348-TR1
